,id,infinitive,definition,mood,subject,tense,answer,translation
16990,17170,to gather,recoger,Continuo,you,Pasado,were gathering,estabas reuniendo
16991,17171,to gather,recoger,Continuo,you,Futuro,will be gathering,estarás reuniendo
16992,17172,to gather,recoger,Continuo,he,Presente,is gathering,él está reuniendo
16993,17173,to gather,recoger,Continuo,she,Presente,is gathering,ella se está reuniendo
16994,17174,to gather,recoger,Continuo,he,Pasado,was gathering,se estaba reuniendo
16995,17175,to gather,recoger,Continuo,she,Pasado,was gathering,ella estaba reuniendo
16996,17176,to gather,recoger,Continuo,he,Futuro,will be gathering,él se reunirá
16997,17177,to gather,recoger,Continuo,she,Futuro,will be gathering,ella se reunirá
16998,17178,to gather,recoger,Continuo,we,Presente,are gathering,nos estamos reuniendo
16999,17179,to gather,recoger,Continuo,we,Pasado,were gathering,estábamos reuniendo
17000,17180,to gather,recoger,Continuo,we,Futuro,will be gathering,nos reuniremos
17001,17181,to gather,recoger,Continuo,you,Presente,are gathering,te estás reuniendo
17002,17182,to gather,recoger,Continuo,you,Pasado,were gathering,estabas reuniendo
17003,17183,to gather,recoger,Continuo,you,Futuro,will be gathering,estarás reuniendo
17004,17184,to gather,recoger,Continuo,they,Presente,are gathering,se están reuniendo
17005,17185,to gather,recoger,Continuo,they,Pasado,were gathering,estaban reuniendo
17006,17186,to gather,recoger,Continuo,they,Futuro,will be gathering,ellos se reunirán
17007,17187,to gather,recoger,Continuo Perfecto,I,Presente,have been gathering,he estado reuniendo
17008,17188,to gather,recoger,Continuo Perfecto,I,Pasado,had been gathering,había estado reuniendo
17009,17189,to gather,recoger,Continuo Perfecto,I,Futuro,will have been gathering,habré estado reuniendo
17010,17190,to gather,recoger,Continuo Perfecto,you,Presente,have been gathering,has estado reuniendo
17011,17191,to gather,recoger,Continuo Perfecto,you,Pasado,had been gathering,habías estado reuniendo
17012,17192,to gather,recoger,Continuo Perfecto,you,Futuro,will have been gathering,habrás estado reuniendo
17013,17193,to gather,recoger,Continuo Perfecto,he,Presente,has been gathering,se ha estado reuniendo
17014,17194,to gather,recoger,Continuo Perfecto,she,Presente,has been gathering,ella se ha estado reuniendo
17015,17195,to gather,recoger,Continuo Perfecto,he,Pasado,had been gathering,se había estado reuniendo
17016,17196,to gather,recoger,Continuo Perfecto,she,Pasado,had been gathering,ella se había estado reuniendo
17017,17197,to gather,recoger,Continuo Perfecto,he,Futuro,will have been gathering,él se habrá estado reuniendo
17018,17198,to gather,recoger,Continuo Perfecto,she,Futuro,will have been gathering,ella se habrá estado reuniendo
17019,17199,to gather,recoger,Continuo Perfecto,we,Presente,have been gathering,nos hemos estado reuniendo
17020,17200,to gather,recoger,Continuo Perfecto,we,Pasado,had been gathering,habíamos estado reuniendo
17021,17201,to gather,recoger,Continuo Perfecto,we,Futuro,will have been gathering,habremos estado reuniendo
17022,17202,to gather,recoger,Continuo Perfecto,you,Presente,have been gathering,has estado reuniendo
17023,17203,to gather,recoger,Continuo Perfecto,you,Pasado,had been gathering,habías estado reuniendo
17024,17204,to gather,recoger,Continuo Perfecto,you,Futuro,will have been gathering,habrás estado reuniendo
17025,17205,to gather,recoger,Continuo Perfecto,they,Presente,have been gathering,se han estado reuniendo
17026,17206,to gather,recoger,Continuo Perfecto,they,Pasado,had been gathering,se habían estado reuniendo
17027,17207,to gather,recoger,Continuo Perfecto,they,Futuro,will have been gathering,habrán estado reuniendo
17028,17208,to recommend,recomendar,Indicativo,I,Presente,recommend,yo recomiendo
17029,17209,to recommend,recomendar,Indicativo,I,Pasado,recommended,yo recomendé
17030,17210,to recommend,recomendar,Indicativo,I,Futuro,will recommend,yo recomendare
17031,17211,to recommend,recomendar,Indicativo,you,Presente,recommend,tú recomiendas
17032,17212,to recommend,recomendar,Indicativo,you,Pasado,recommended,tu recomendaste
17033,17213,to recommend,recomendar,Indicativo,you,Futuro,will recommend,tu recomendaras
17034,17214,to recommend,recomendar,Indicativo,he,Presente,recommends,él recomienda
17035,17215,to recommend,recomendar,Indicativo,she,Presente,recommends,ella recomienda
17036,17216,to recommend,recomendar,Indicativo,he,Pasado,recommended,recomendó
17037,17217,to recommend,recomendar,Indicativo,she,Pasado,recommended,ella recomendó
17038,17218,to recommend,recomendar,Indicativo,he,Futuro,will recommend,él recomendará
17039,17219,to recommend,recomendar,Indicativo,she,Futuro,will recommend,ella recomendará
17040,17220,to recommend,recomendar,Indicativo,we,Presente,recommend,nosotros recomendamos
17041,17221,to recommend,recomendar,Indicativo,we,Pasado,recommended,nosotros recomendamos
17042,17222,to recommend,recomendar,Indicativo,we,Futuro,will recommend,nosotros recomendaremos
17043,17223,to recommend,recomendar,Indicativo,you,Presente,recommend,tú recomiendas
17044,17224,to recommend,recomendar,Indicativo,you,Pasado,recommended,tu recomendaste
17045,17225,to recommend,recomendar,Indicativo,you,Futuro,will recommend,tu recomendaras
17046,17226,to recommend,recomendar,Indicativo,they,Presente,recommend,ellos recomiendan
17047,17227,to recommend,recomendar,Indicativo,they,Pasado,recommended,ellos recomendaron
17048,17228,to recommend,recomendar,Indicativo,they,Futuro,will recommend,ellos recomendaran
17049,17229,to recommend,recomendar,Perfecto,I,Presente,have recommended,he recomendado
17050,17230,to recommend,recomendar,Perfecto,I,Pasado,had recommended,yo habia recomendado
17051,17231,to recommend,recomendar,Perfecto,I,Futuro,will have recommended,habré recomendado
17052,17232,to recommend,recomendar,Perfecto,you,Presente,have recommended,has recomendado
17053,17233,to recommend,recomendar,Perfecto,you,Pasado,had recommended,tu habias recomendado
17054,17234,to recommend,recomendar,Perfecto,you,Futuro,will have recommended,habrás recomendado
17055,17235,to recommend,recomendar,Perfecto,he,Presente,has recommended,el ha recomendado
17056,17236,to recommend,recomendar,Perfecto,she,Presente,has recommended,ella ha recomendado
17057,17237,to recommend,recomendar,Perfecto,he,Pasado,had recommended,el habia recomendado
17058,17238,to recommend,recomendar,Perfecto,she,Pasado,had recommended,ella había recomendado
17059,17239,to recommend,recomendar,Perfecto,he,Futuro,will have recommended,el habra recomendado
17060,17240,to recommend,recomendar,Perfecto,she,Futuro,will have recommended,ella habra recomendado
17061,17241,to recommend,recomendar,Perfecto,we,Presente,have recommended,hemos recomendado
17062,17242,to recommend,recomendar,Perfecto,we,Pasado,had recommended,habíamos recomendado
17063,17243,to recommend,recomendar,Perfecto,we,Futuro,will have recommended,nosotros habremos recomendado
17064,17244,to recommend,recomendar,Perfecto,you,Presente,have recommended,has recomendado
17065,17245,to recommend,recomendar,Perfecto,you,Pasado,had recommended,tu habias recomendado
17066,17246,to recommend,recomendar,Perfecto,you,Futuro,will have recommended,habrás recomendado
17067,17247,to recommend,recomendar,Perfecto,they,Presente,have recommended,han recomendado
17068,17248,to recommend,recomendar,Perfecto,they,Pasado,had recommended,ellos habían recomendado
17069,17249,to recommend,recomendar,Perfecto,they,Futuro,will have recommended,habrán recomendado
17070,17250,to recommend,recomendar,Imperativo,you,Afirmativo,recommend,recomendar
17071,17251,to recommend,recomendar,Imperativo,you,Negativo,don't recommend,no recomiendo
17072,17252,to recommend,recomendar,Imperativo,we,Afirmativo,let's recommend,recomendemos
17073,17253,to recommend,recomendar,Imperativo,we,Negativo,let's not recommend,no lo recomendemos
17074,17254,to recommend,recomendar,Imperativo,you,Afirmativo,recommend,recomendar
17075,17255,to recommend,recomendar,Imperativo,you,Negativo,don't recommend,no recomiendo
17076,17256,to recommend,recomendar,Continuo,I,Presente,am recommending,yo estoy recomendando
17077,17257,to recommend,recomendar,Continuo,I,Pasado,was recommending,yo estaba recomendando
17078,17258,to recommend,recomendar,Continuo,I,Futuro,will be recommending,voy a recomendar
17079,17259,to recommend,recomendar,Continuo,you,Presente,are recommending,usted está recomendando
17080,17260,to recommend,recomendar,Continuo,you,Pasado,were recommending,estabas recomendando
17081,17261,to recommend,recomendar,Continuo,you,Futuro,will be recommending,estarás recomendando
17082,17262,to recommend,recomendar,Continuo,he,Presente,is recommending,el esta recomendando
17083,17263,to recommend,recomendar,Continuo,she,Presente,is recommending,ella esta recomendando
17084,17264,to recommend,recomendar,Continuo,he,Pasado,was recommending,el estaba recomendando
17085,17265,to recommend,recomendar,Continuo,she,Pasado,was recommending,ella estaba recomendando
17086,17266,to recommend,recomendar,Continuo,he,Futuro,will be recommending,él estará recomendando
17087,17267,to recommend,recomendar,Continuo,she,Futuro,will be recommending,ella va a recomendar
17088,17268,to recommend,recomendar,Continuo,we,Presente,are recommending,nosotros estamos recomendando
17089,17269,to recommend,recomendar,Continuo,we,Pasado,were recommending,nosotros estábamos recomendando
17090,17270,to recommend,recomendar,Continuo,we,Futuro,will be recommending,estaremos recomendando
17091,17271,to recommend,recomendar,Continuo,you,Presente,are recommending,usted está recomendando
17092,17272,to recommend,recomendar,Continuo,you,Pasado,were recommending,estabas recomendando
17093,17273,to recommend,recomendar,Continuo,you,Futuro,will be recommending,estarás recomendando
17094,17274,to recommend,recomendar,Continuo,they,Presente,are recommending,ellos estan recomendando
17095,17275,to recommend,recomendar,Continuo,they,Pasado,were recommending,ellos estaban recomendando
17096,17276,to recommend,recomendar,Continuo,they,Futuro,will be recommending,ellos estarán recomendando
17097,17277,to recommend,recomendar,Continuo Perfecto,I,Presente,have been recommending,he estado recomendando
17098,17278,to recommend,recomendar,Continuo Perfecto,I,Pasado,had been recommending,había estado recomendando
17099,17279,to recommend,recomendar,Continuo Perfecto,I,Futuro,will have been recommending,habré estado recomendando
17100,17280,to recommend,recomendar,Continuo Perfecto,you,Presente,have been recommending,has estado recomendando
17101,17281,to recommend,recomendar,Continuo Perfecto,you,Pasado,had been recommending,habías estado recomendando
17102,17282,to recommend,recomendar,Continuo Perfecto,you,Futuro,will have been recommending,habrás estado recomendando
17103,17283,to recommend,recomendar,Continuo Perfecto,he,Presente,has been recommending,el ha estado recomendando
17104,17284,to recommend,recomendar,Continuo Perfecto,she,Presente,has been recommending,ella ha estado recomendando
17105,17285,to recommend,recomendar,Continuo Perfecto,he,Pasado,had been recommending,él había estado recomendando
17106,17286,to recommend,recomendar,Continuo Perfecto,she,Pasado,had been recommending,ella había estado recomendando
17107,17287,to recommend,recomendar,Continuo Perfecto,he,Futuro,will have been recommending,él habrá estado recomendando
17108,17288,to recommend,recomendar,Continuo Perfecto,she,Futuro,will have been recommending,ella habrá estado recomendando
17109,17289,to recommend,recomendar,Continuo Perfecto,we,Presente,have been recommending,hemos estado recomendando
17110,17290,to recommend,recomendar,Continuo Perfecto,we,Pasado,had been recommending,habíamos estado recomendando
17111,17291,to recommend,recomendar,Continuo Perfecto,we,Futuro,will have been recommending,habríamos estado recomendando
17112,17292,to recommend,recomendar,Continuo Perfecto,you,Presente,have been recommending,has estado recomendando
17113,17293,to recommend,recomendar,Continuo Perfecto,you,Pasado,had been recommending,habías estado recomendando
17114,17294,to recommend,recomendar,Continuo Perfecto,you,Futuro,will have been recommending,habrás estado recomendando
17115,17295,to recommend,recomendar,Continuo Perfecto,they,Presente,have been recommending,han estado recomendando
17116,17296,to recommend,recomendar,Continuo Perfecto,they,Pasado,had been recommending,ellos habían estado recomendando
17117,17297,to recommend,recomendar,Continuo Perfecto,they,Futuro,will have been recommending,habrán estado recomendando
17118,17298,to remember,recordar,Indicativo,I,Presente,remember,recuerdo
17119,17299,to remember,recordar,Indicativo,I,Pasado,remembered,recordé
17120,17300,to remember,recordar,Indicativo,I,Futuro,will remember,lo recordaré
17121,17301,to remember,recordar,Indicativo,you,Presente,remember,tu recuerdas
17122,17302,to remember,recordar,Indicativo,you,Pasado,remembered,usted recordó
17123,17303,to remember,recordar,Indicativo,you,Futuro,will remember,recordarás
17124,17304,to remember,recordar,Indicativo,he,Presente,remembers,él recuerda
17125,17305,to remember,recordar,Indicativo,she,Presente,remembers,ella recuerda
17126,17306,to remember,recordar,Indicativo,he,Pasado,remembered,él recordó
17127,17307,to remember,recordar,Indicativo,she,Pasado,remembered,ella recordó
17128,17308,to remember,recordar,Indicativo,he,Futuro,will remember,él recordará
17129,17309,to remember,recordar,Indicativo,she,Futuro,will remember,ella recordará
17130,17310,to remember,recordar,Indicativo,we,Presente,remember,recordamos
17131,17311,to remember,recordar,Indicativo,we,Pasado,remembered,recordamos
17132,17312,to remember,recordar,Indicativo,we,Futuro,will remember,recordaremos
17133,17313,to remember,recordar,Indicativo,you,Presente,remember,tu recuerdas
17134,17314,to remember,recordar,Indicativo,you,Pasado,remembered,usted recordó
17135,17315,to remember,recordar,Indicativo,you,Futuro,will remember,recordarás
17136,17316,to remember,recordar,Indicativo,they,Presente,remember,ellos recuerdan
17137,17317,to remember,recordar,Indicativo,they,Pasado,remembered,recordaban
17138,17318,to remember,recordar,Indicativo,they,Futuro,will remember,ellos recordaran
17139,17319,to remember,recordar,Perfecto,I,Presente,have remembered,he recordado
17140,17320,to remember,recordar,Perfecto,I,Pasado,had remembered,yo habia recordado
17141,17321,to remember,recordar,Perfecto,I,Futuro,will have remembered,habré recordado
17142,17322,to remember,recordar,Perfecto,you,Presente,have remembered,has recordado
17143,17323,to remember,recordar,Perfecto,you,Pasado,had remembered,habías recordado
17144,17324,to remember,recordar,Perfecto,you,Futuro,will have remembered,habrás recordado
17145,17325,to remember,recordar,Perfecto,he,Presente,has remembered,el ha recordado
17146,17326,to remember,recordar,Perfecto,she,Presente,has remembered,ella ha recordado
17147,17327,to remember,recordar,Perfecto,he,Pasado,had remembered,el habia recordado
17148,17328,to remember,recordar,Perfecto,she,Pasado,had remembered,ella había recordado
17149,17329,to remember,recordar,Perfecto,he,Futuro,will have remembered,él habrá recordado
17150,17330,to remember,recordar,Perfecto,she,Futuro,will have remembered,ella habrá recordado
17151,17331,to remember,recordar,Perfecto,we,Presente,have remembered,hemos recordado
17152,17332,to remember,recordar,Perfecto,we,Pasado,had remembered,habíamos recordado
17153,17333,to remember,recordar,Perfecto,we,Futuro,will have remembered,habremos recordado
17154,17334,to remember,recordar,Perfecto,you,Presente,have remembered,has recordado
17155,17335,to remember,recordar,Perfecto,you,Pasado,had remembered,habías recordado
17156,17336,to remember,recordar,Perfecto,you,Futuro,will have remembered,habrás recordado
17157,17337,to remember,recordar,Perfecto,they,Presente,have remembered,ellos han recordado
17158,17338,to remember,recordar,Perfecto,they,Pasado,had remembered,ellos habían recordado
17159,17339,to remember,recordar,Perfecto,they,Futuro,will have remembered,habrán recordado
17160,17340,to remember,recordar,Imperativo,you,Afirmativo,remember,recuerda
17161,17341,to remember,recordar,Imperativo,you,Negativo,don't remember,no recuerdo
17162,17342,to remember,recordar,Imperativo,we,Afirmativo,let's remember,recordemos
17163,17343,to remember,recordar,Imperativo,we,Negativo,let's not remember,no lo recordemos
17164,17344,to remember,recordar,Imperativo,you,Afirmativo,remember,recuerda
17165,17345,to remember,recordar,Imperativo,you,Negativo,don't remember,no recuerdo
17166,17346,to remember,recordar,Continuo,I,Presente,am remembering,estoy recordando
17167,17347,to remember,recordar,Continuo,I,Pasado,was remembering,estaba recordando
17168,17348,to remember,recordar,Continuo,I,Futuro,will be remembering,estaré recordando
17169,17349,to remember,recordar,Continuo,you,Presente,are remembering,estas recordando
17170,17350,to remember,recordar,Continuo,you,Pasado,were remembering,estabas recordando
17171,17351,to remember,recordar,Continuo,you,Futuro,will be remembering,estarás recordando
17172,17352,to remember,recordar,Continuo,he,Presente,is remembering,el esta recordando
17173,17353,to remember,recordar,Continuo,she,Presente,is remembering,ella esta recordando
17174,17354,to remember,recordar,Continuo,he,Pasado,was remembering,el estaba recordando
17175,17355,to remember,recordar,Continuo,she,Pasado,was remembering,ella estaba recordando
17176,17356,to remember,recordar,Continuo,he,Futuro,will be remembering,él estará recordando
17177,17357,to remember,recordar,Continuo,she,Futuro,will be remembering,ella recordará
17178,17358,to remember,recordar,Continuo,we,Presente,are remembering,estamos recordando
17179,17359,to remember,recordar,Continuo,we,Pasado,were remembering,estábamos recordando
17180,17360,to remember,recordar,Continuo,we,Futuro,will be remembering,estaremos recordando
17181,17361,to remember,recordar,Continuo,you,Presente,are remembering,estas recordando
17182,17362,to remember,recordar,Continuo,you,Pasado,were remembering,estabas recordando
17183,17363,to remember,recordar,Continuo,you,Futuro,will be remembering,estarás recordando
17184,17364,to remember,recordar,Continuo,they,Presente,are remembering,ellos están recordando
17185,17365,to remember,recordar,Continuo,they,Pasado,were remembering,ellos estaban recordando
17186,17366,to remember,recordar,Continuo,they,Futuro,will be remembering,ellos recordaran
17187,17367,to remember,recordar,Continuo Perfecto,I,Presente,have been remembering,he estado recordando
17188,17368,to remember,recordar,Continuo Perfecto,I,Pasado,had been remembering,había estado recordando
17189,17369,to remember,recordar,Continuo Perfecto,I,Futuro,will have been remembering,habré estado recordando
17190,17370,to remember,recordar,Continuo Perfecto,you,Presente,have been remembering,has estado recordando
17191,17371,to remember,recordar,Continuo Perfecto,you,Pasado,had been remembering,habías estado recordando
17192,17372,to remember,recordar,Continuo Perfecto,you,Futuro,will have been remembering,habrás estado recordando
17193,17373,to remember,recordar,Continuo Perfecto,he,Presente,has been remembering,el ha estado recordando
17194,17374,to remember,recordar,Continuo Perfecto,she,Presente,has been remembering,ella ha estado recordando
17195,17375,to remember,recordar,Continuo Perfecto,he,Pasado,had been remembering,había estado recordando
17196,17376,to remember,recordar,Continuo Perfecto,she,Pasado,had been remembering,ella había estado recordando
17197,17377,to remember,recordar,Continuo Perfecto,he,Futuro,will have been remembering,él habrá estado recordando
17198,17378,to remember,recordar,Continuo Perfecto,she,Futuro,will have been remembering,ella habrá estado recordando
17199,17379,to remember,recordar,Continuo Perfecto,we,Presente,have been remembering,hemos estado recordando
17200,17380,to remember,recordar,Continuo Perfecto,we,Pasado,had been remembering,habíamos estado recordando
17201,17381,to remember,recordar,Continuo Perfecto,we,Futuro,will have been remembering,habremos estado recordando
17202,17382,to remember,recordar,Continuo Perfecto,you,Presente,have been remembering,has estado recordando
17203,17383,to remember,recordar,Continuo Perfecto,you,Pasado,had been remembering,habías estado recordando
17204,17384,to remember,recordar,Continuo Perfecto,you,Futuro,will have been remembering,habrás estado recordando
17205,17385,to remember,recordar,Continuo Perfecto,they,Presente,have been remembering,ellos han estado recordando
17206,17386,to remember,recordar,Continuo Perfecto,they,Pasado,had been remembering,ellos han estado recordando...
17207,17387,to remember,recordar,Continuo Perfecto,they,Futuro,will have been remembering,habrán estado recordando
17208,17388,to return,regresar,Indicativo,I,Presente,return,vuelvo
17209,17389,to return,regresar,Indicativo,I,Pasado,returned,regresé
17210,17390,to return,regresar,Indicativo,I,Futuro,will return,voy a volver
17211,17391,to return,regresar,Indicativo,you,Presente,return,regresa
17212,17392,to return,regresar,Indicativo,you,Pasado,returned,volviste
17213,17393,to return,regresar,Indicativo,you,Futuro,will return,regresarás
17214,17394,to return,regresar,Indicativo,he,Presente,returns,él regresa
17215,17395,to return,regresar,Indicativo,she,Presente,returns,ella regresa
17216,17396,to return,regresar,Indicativo,he,Pasado,returned,el regresó
17217,17397,to return,regresar,Indicativo,she,Pasado,returned,ella volvio
17218,17398,to return,regresar,Indicativo,he,Futuro,will return,él regresará
17219,17399,to return,regresar,Indicativo,she,Futuro,will return,ella volvera
17220,17400,to return,regresar,Indicativo,we,Presente,return,regresamos
17221,17401,to return,regresar,Indicativo,we,Pasado,returned,volvimos
17222,17402,to return,regresar,Indicativo,we,Futuro,will return,volveremos
17223,17403,to return,regresar,Indicativo,you,Presente,return,regresa
17224,17404,to return,regresar,Indicativo,you,Pasado,returned,volviste
17225,17405,to return,regresar,Indicativo,you,Futuro,will return,regresarás
17226,17406,to return,regresar,Indicativo,they,Presente,return,ellos regresan
17227,17407,to return,regresar,Indicativo,they,Pasado,returned,ellos volvieron
17228,17408,to return,regresar,Indicativo,they,Futuro,will return,ellos regresaran
17229,17409,to return,regresar,Perfecto,I,Presente,have returned,he regresado
17230,17410,to return,regresar,Perfecto,I,Pasado,had returned,yo habia regresado
17231,17411,to return,regresar,Perfecto,I,Futuro,will have returned,habré regresado
17232,17412,to return,regresar,Perfecto,you,Presente,have returned,tu has regresado
17233,17413,to return,regresar,Perfecto,you,Pasado,had returned,habías regresado
17234,17414,to return,regresar,Perfecto,you,Futuro,will have returned,habrás regresado
17235,17415,to return,regresar,Perfecto,he,Presente,has returned,el ha regresado
17236,17416,to return,regresar,Perfecto,she,Presente,has returned,ella ha regresado
17237,17417,to return,regresar,Perfecto,he,Pasado,had returned,el habia regresado
17238,17418,to return,regresar,Perfecto,she,Pasado,had returned,ella había regresado
17239,17419,to return,regresar,Perfecto,he,Futuro,will have returned,él habrá regresado
17240,17420,to return,regresar,Perfecto,she,Futuro,will have returned,ella habrá regresado
17241,17421,to return,regresar,Perfecto,we,Presente,have returned,hemos regresado
17242,17422,to return,regresar,Perfecto,we,Pasado,had returned,habíamos regresado
17243,17423,to return,regresar,Perfecto,we,Futuro,will have returned,habremos regresado
17244,17424,to return,regresar,Perfecto,you,Presente,have returned,tu has regresado
17245,17425,to return,regresar,Perfecto,you,Pasado,had returned,habías regresado
17246,17426,to return,regresar,Perfecto,you,Futuro,will have returned,habrás regresado
17247,17427,to return,regresar,Perfecto,they,Presente,have returned,ellos han regresado
17248,17428,to return,regresar,Perfecto,they,Pasado,had returned,ellos habían regresado
17249,17429,to return,regresar,Perfecto,they,Futuro,will have returned,habrán regresado
17250,17430,to return,regresar,Imperativo,you,Afirmativo,return,regreso
17251,17431,to return,regresar,Imperativo,you,Negativo,don't return,no regreses
17252,17432,to return,regresar,Imperativo,we,Afirmativo,let's return,"regresemos, vayamos de regreso"
17253,17433,to return,regresar,Imperativo,we,Negativo,let's not return,no volvamos
17254,17434,to return,regresar,Imperativo,you,Afirmativo,return,regreso
17255,17435,to return,regresar,Imperativo,you,Negativo,don't return,no regreses
17256,17436,to return,regresar,Continuo,I,Presente,am returning,yo estoy volviendo
17257,17437,to return,regresar,Continuo,I,Pasado,was returning,estaba regresando
17258,17438,to return,regresar,Continuo,I,Futuro,will be returning,volveré
17259,17439,to return,regresar,Continuo,you,Presente,are returning,estas regresando
17260,17440,to return,regresar,Continuo,you,Pasado,were returning,estabas regresando
17261,17441,to return,regresar,Continuo,you,Futuro,will be returning,volverás
17262,17442,to return,regresar,Continuo,he,Presente,is returning,él está regresando
17263,17443,to return,regresar,Continuo,she,Presente,is returning,ella esta regresando
17264,17444,to return,regresar,Continuo,he,Pasado,was returning,el estaba regresando
17265,17445,to return,regresar,Continuo,she,Pasado,was returning,ella estaba regresando
17266,17446,to return,regresar,Continuo,he,Futuro,will be returning,él regresará
17267,17447,to return,regresar,Continuo,she,Futuro,will be returning,ella volverá
17268,17448,to return,regresar,Continuo,we,Presente,are returning,estamos volviendo
17269,17449,to return,regresar,Continuo,we,Pasado,were returning,estábamos regresando
17270,17450,to return,regresar,Continuo,we,Futuro,will be returning,volveremos
17271,17451,to return,regresar,Continuo,you,Presente,are returning,estas regresando
17272,17452,to return,regresar,Continuo,you,Pasado,were returning,estabas regresando
17273,17453,to return,regresar,Continuo,you,Futuro,will be returning,volverás
17274,17454,to return,regresar,Continuo,they,Presente,are returning,ellos estan regresando
17275,17455,to return,regresar,Continuo,they,Pasado,were returning,estaban regresando
17276,17456,to return,regresar,Continuo,they,Futuro,will be returning,ellos volverán
17277,17457,to return,regresar,Continuo Perfecto,I,Presente,have been returning,he estado regresando
17278,17458,to return,regresar,Continuo Perfecto,I,Pasado,had been returning,había estado regresando
17279,17459,to return,regresar,Continuo Perfecto,I,Futuro,will have been returning,habré estado regresando
17280,17460,to return,regresar,Continuo Perfecto,you,Presente,have been returning,has estado regresando
17281,17461,to return,regresar,Continuo Perfecto,you,Pasado,had been returning,habías estado regresando
17282,17462,to return,regresar,Continuo Perfecto,you,Futuro,will have been returning,habrás estado regresando
17283,17463,to return,regresar,Continuo Perfecto,he,Presente,has been returning,el ha estado regresando
17284,17464,to return,regresar,Continuo Perfecto,she,Presente,has been returning,ella ha estado regresando
17285,17465,to return,regresar,Continuo Perfecto,he,Pasado,had been returning,el habia estado regresando
17286,17466,to return,regresar,Continuo Perfecto,she,Pasado,had been returning,ella había estado regresando
17287,17467,to return,regresar,Continuo Perfecto,he,Futuro,will have been returning,él habrá estado regresando
17288,17468,to return,regresar,Continuo Perfecto,she,Futuro,will have been returning,ella habrá estado regresando
17289,17469,to return,regresar,Continuo Perfecto,we,Presente,have been returning,hemos estado regresando
17290,17470,to return,regresar,Continuo Perfecto,we,Pasado,had been returning,habíamos estado regresando
17291,17471,to return,regresar,Continuo Perfecto,we,Futuro,will have been returning,habremos estado regresando
17292,17472,to return,regresar,Continuo Perfecto,you,Presente,have been returning,has estado regresando
17293,17473,to return,regresar,Continuo Perfecto,you,Pasado,had been returning,habías estado regresando
17294,17474,to return,regresar,Continuo Perfecto,you,Futuro,will have been returning,habrás estado regresando
17295,17475,to return,regresar,Continuo Perfecto,they,Presente,have been returning,ellos han estado regresando
17296,17476,to return,regresar,Continuo Perfecto,they,Pasado,had been returning,ellos habían estado regresando
17297,17477,to return,regresar,Continuo Perfecto,they,Futuro,will have been returning,habrán estado regresando
17298,17478,to laugh,,Indicativo,I,Presente,laugh,me río
17299,17479,to laugh,,Indicativo,I,Pasado,laughed,me reí
17300,17480,to laugh,,Indicativo,I,Futuro,will laugh,me reiré
17301,17481,to laugh,,Indicativo,you,Presente,laugh,te ries
17302,17482,to laugh,,Indicativo,you,Pasado,laughed,te reíste
17303,17483,to laugh,,Indicativo,you,Futuro,will laugh,vas a reir
17304,17484,to laugh,,Indicativo,he,Presente,laughs,él ríe
17305,17485,to laugh,,Indicativo,she,Presente,laughs,ella ríe
17306,17486,to laugh,,Indicativo,he,Pasado,laughed,él rió
17307,17487,to laugh,,Indicativo,she,Pasado,laughed,ella rió
17308,17488,to laugh,,Indicativo,he,Futuro,will laugh,se reirá
17309,17489,to laugh,,Indicativo,she,Futuro,will laugh,ella se reirá
17310,17490,to laugh,,Indicativo,we,Presente,laugh,reimos
17311,17491,to laugh,,Indicativo,we,Pasado,laughed,nos reímos
17312,17492,to laugh,,Indicativo,we,Futuro,will laugh,nos reiremos
17313,17493,to laugh,,Indicativo,you,Presente,laugh,te ries
17314,17494,to laugh,,Indicativo,you,Pasado,laughed,te reíste
17315,17495,to laugh,,Indicativo,you,Futuro,will laugh,vas a reir
17316,17496,to laugh,,Indicativo,they,Presente,laugh,ellos ríen
17317,17497,to laugh,,Indicativo,they,Pasado,laughed,ellos rieron
17318,17498,to laugh,,Indicativo,they,Futuro,will laugh,se reirán
17319,17499,to laugh,,Perfecto,I,Presente,have laughed,me he reido
17320,17500,to laugh,,Perfecto,I,Pasado,had laughed,me habia reido
17321,17501,to laugh,,Perfecto,I,Futuro,will have laughed,me habré reido
17322,17502,to laugh,,Perfecto,you,Presente,have laughed,te has reido
17323,17503,to laugh,,Perfecto,you,Pasado,had laughed,te habias reido
17324,17504,to laugh,,Perfecto,you,Futuro,will have laughed,te habrás reido
17325,17505,to laugh,,Perfecto,he,Presente,has laughed,se ha reido
17326,17506,to laugh,,Perfecto,she,Presente,has laughed,ella se ha reido
17327,17507,to laugh,,Perfecto,he,Pasado,had laughed,se habia reido
17328,17508,to laugh,,Perfecto,she,Pasado,had laughed,ella se habia reido
17329,17509,to laugh,,Perfecto,he,Futuro,will have laughed,se habrá reído
17330,17510,to laugh,,Perfecto,she,Futuro,will have laughed,ella se habrá reido
17331,17511,to laugh,,Perfecto,we,Presente,have laughed,nos hemos reído
17332,17512,to laugh,,Perfecto,we,Pasado,had laughed,nos habiamos reido
17333,17513,to laugh,,Perfecto,we,Futuro,will have laughed,nos habremos reido
17334,17514,to laugh,,Perfecto,you,Presente,have laughed,te has reido
17335,17515,to laugh,,Perfecto,you,Pasado,had laughed,te habias reido
17336,17516,to laugh,,Perfecto,you,Futuro,will have laughed,te habrás reido
